0	27.9
0.2	32.9
0.4	35.3
0.6	33
0.8	30.2
1	30.8
1.2	32.1
1.4	32.9
1.6	32.1
1.8	25.9
2	29
2.2	32.8
2.4	33.6
2.6	32.1
2.8	29.6
3	29.8
3.2	33
3.4	32.9
3.6	30.2
3.8	25.9
4	26.3
4.2	33.6
4.4	34.1
4.6	29.8
4.8	29
5	30.3
5.2	33.6
5.4	33.6
5.6	28.8
5.8	26.5
6	28.6
6.2	33.4
6.4	33.8
6.6	32.2
6.8	29.4
7	29.8
7.2	32.6
7.4	32.1
7.6	30.8
7.8	28.1
8	28
8.2	30.4
8.4	33
8.6	33
8.8	32.1
9	28.9
9.2	29.7
9.4	32.1
9.6	32.6
9.8	32.6
10	27.8
10.2	29.7
10.4	32.1
10.6	33.7
10.8	32.1
11	30.2
11.2	29.4
11.4	32.2
11.6	30.2
11.8	30.2
12	32.1
12.2	32.2
12.4	30.6
12.6	30.3
12.8	32.6
13	32.4
13.2	32.6
13.4	32.2
13.6	26.7
13.8	28.6
14	32.6
14.2	32.6
14.4	32.1
14.6	30.4
14.8	28.8
15	32.6
15.2	32.1
15.4	32.6
15.6	28.8
15.8	28.9
16	30.3
16.2	32.6
16.4	32.1
16.6	32.1
16.8	32.2
17	30.4
17.2	32.1
17.4	30.3
17.6	30.3
17.8	29
18	29.8
18.2	32.1
18.4	32.1
18.6	30.2
18.8	30.3
19	32
19.2	32.6
19.4	30.8
19.6	28.2
19.8	29.7
20	32.6
20.2	32.6
20.4	30.2
20.6	28.8
20.8	29.8
21	34
21.2	36.6
21.4	28.1
21.6	25.9
21.8	28.1
22	34
22.2	35.3
22.4	32.2
22.6	26.7
22.8	28.1
23	32.6
23.2	34.7
23.4	32.1
23.6	26.5
23.8	25.9
24	30.8
24.2	34.5
24.4	34
24.6	32.2
24.8	26.3
25	29
25.2	32.6
25.4	32.8
25.6	30.4
25.8	26.3
26	29.6
26.2	32.1
26.4	33
26.6	32.6
26.8	29.8
27	30.3
27.2	32.6
27.4	29.4
27.6	29.4
27.8	30.4
28	32.6
28.2	32.1
28.4	29.7
28.6	29.6
28.8	32.1
29	33
29.2	32.6
29.4	27.8
29.6	26.4
29.8	29.8
30	33.6
30.2	32.6
30.4	29.8
30.6	28.1
30.8	32.2
31	33.6
31.2	32.6
31.4	29
31.6	26.3
31.8	30.8
32	32.9
32.2	32.6
32.4	30.8
32.6	28.6
32.8	29.7
33	33.4
33.2	32.6
33.4	28.8
33.6	28.2
33.8	30.2
34	32.6
34.2	32.6
34.4	32.2
34.6	32.2
34.8	32.1
35	32.2
35.2	27.8
35.4	30.2
35.6	32.2
35.8	33
36	30.3
36.2	27.3
36.4	28.6
36.6	34
36.8	37
37	32
37.2	25.9
37.4	25.5
37.6	32.6
37.8	34.9
38	32.1
38.2	28
38.4	28.8
38.6	32.1
38.8	34
39	32.1
39.2	29.4
39.4	28.9
39.6	29
39.8	29.7
40	32.6
40.2	32.1
40.4	32.1
40.6	32.1
40.8	28.6
41	30.2
41.2	32.1
41.4	32.6
41.6	29.8
41.8	28.8
42	29.8
42.2	32.6
42.4	32.9
42.6	32.6
42.8	30.2
43	30.4
43.2	28.9
43.4	32
43.6	30.8
43.8	32.6
44	32.1
44.2	29.6
44.4	29.8
44.6	32.6
44.8	33.6
45	32.6
45.2	27.3
45.4	28.1
45.6	32.1
45.8	32.1
46	30.4
46.2	28.9
46.4	32.2
46.6	33
46.8	30.8
47	29.4
47.2	29.4
47.4	32.2
47.6	32.6
47.8	32.2
48	32.2
48.2	32.6
48.4	32.6
48.6	32.1
48.8	29.7
49	30.3
49.2	32.1
49.4	29.4
49.6	29.8
49.8	30.8
50	32.6
50.2	32.1
50.4	32.1
50.6	32.2
50.8	29.7
51	28.6
51.2	32
51.4	32.6
51.6	32.6
51.8	28.9
52	28.2
52.2	30.4
52.4	33.6
52.6	34.7
52.8	30.2
53	26.5
53.2	28.8
53.4	32.1
53.6	32.8
53.8	29.7
54	28.9
54.2	32
54.4	32.1
54.6	32.1
54.8	30.2
55	29.8
55.2	30.4
55.4	32.1
55.6	29.7
55.8	29.8
56	32.2
56.2	32.1
56.4	32.6
56.6	29.6
56.8	30.4
57	30.8
57.2	30.2
57.4	30.2
57.6	29.8
57.8	30.3
58	32
58.2	32.6
58.4	32.4
58.6	30.4
58.8	30.3
59	32
59.2	30.8
59.4	29.6
59.6	32.4
59.8	32.6
60	32.1
60.2	30.2
60.4	29.7
60.6	32.6
60.8	32.1
61	30.3
61.2	28.2
61.4	29.8
61.6	32.6
61.8	32.1
62	30.4
62.2	29.8
62.4	32.4
62.6	33.4
62.8	32.1
63	27.3
63.2	26.7
63.4	32.6
63.6	32.6
63.8	32.6
64	30.3
64.2	32.1
64.4	30.4
64.6	32.2
64.8	32
65	32
65.2	32.1
65.4	28.6
65.6	29
65.8	32.1
66	33.4
66.2	32.6
66.4	32.1
66.6	29
66.8	30.2
67	32.1
67.2	30.3
67.4	32.2
67.6	32.1
67.8	30.2
68	29.7
68.2	32.1
68.4	32.6
68.6	32.6
68.8	29
69	28.6
69.2	30.8
69.4	32.1
69.6	32.1
69.8	30.2
70	30.8
70.2	32.1
70.4	32.6
70.6	30.3
70.8	29.7
71	29.8
71.2	32.1
71.4	32.1
71.6	29.4
71.8	29.4
72	32.1
72.2	32.6
72.4	32.6
72.6	29.7
72.8	28.2
73	30.3
73.2	32.1
73.4	32.1
73.6	30.4
73.8	29.7
74	32.1
74.2	32.6
74.4	30.3
74.6	29.8
74.8	30.2
75	30.2
75.2	29.8
75.4	32.1
75.6	29
75.8	32.6
76	32.6
76.2	32.1
76.4	32.1
76.6	29.8
76.8	28.6
77	30.2
77.2	32.2
77.4	32.1
77.6	29.7
77.8	30.5
78	32.6
78.2	32.1
78.4	32.6
78.6	30.4
78.8	29.6
79	29
79.2	29.4
79.4	32.6
79.6	32.1
79.8	30.3
80	30.3
80.2	32
80.4	30.3
80.6	32
80.8	30.4
81	32.1
81.2	32
81.4	28.8
81.6	29.8
81.8	32.1
82	34
82.2	32.6
82.4	28.1
82.6	26.7
82.8	32.1
83	34.8
83.2	30.8
83.4	28
83.6	27.8
83.8	32.6
84	35.7
84.2	32.1
84.4	29.7
84.6	26.7
84.8	29.7
85	33.4
85.2	32.1
85.4	28.8
85.6	28.1
85.8	29.4
86	34.7
86.2	32.9
86.4	27.3
86.6	27.3
86.8	30.2
87	32.1
87.2	33
87.4	30.2
87.6	27.1
87.8	32.6
88	33.4
88.2	32.8
88.4	30.2
88.6	27.9
88.8	29.7
89	32.6
89.2	32.1
89.4	29.6
89.6	29.7
89.8	32.1
90	33
90.2	32
90.4	29
90.6	29
90.8	30.8
91	33
91.2	32.2
91.4	28
91.6	28.1
91.8	32.6
92	35.7
92.2	33.4
92.4	27.9
92.6	25.9
92.8	30.8
93	32.9
93.2	32.8
93.4	28.6
93.6	27.3
93.8	30.3
94	33.9
94.2	33.8
94.4	30.8
94.6	27.7
94.8	29.7
95	32.1
95.2	32.1
95.4	30.3
95.6	30.3
95.8	32.6
96	32.4
96.2	30.2
96.4	29.4
96.6	30.4
96.8	32.1
97	30.8
97.2	29.1
97.4	29.6
97.6	32.1
97.8	33.8
98	32.6
98.2	29.8
98.4	28
98.6	29
98.8	33.2
99	32.6
99.2	29.6
99.4	28.2
99.6	32.2
99.8	33.4
100	34.5
100.2	29.6
100.4	26.7
100.6	28.1
100.8	32.1
101	33
101.2	32.2
101.4	27.2
101.6	28.1
101.8	33.4
102	35.5
102.2	32.6
102.4	27.1
102.6	25.9
102.8	30.4
103	33.4
103.2	32.6
103.4	29.6
103.6	27.8
103.8	30.4
104	34
104.2	32.6
104.4	30.4
104.6	26.7
104.8	27.9
105	32.6
105.2	32.1
105.4	30.3
105.6	29.4
105.8	32.6
106	32.8
106.2	32.1
106.4	28.8
106.6	28.8
106.8	32.6
107	32.6
107.2	30.2
107.4	28.1
107.6	29.7
107.8	32.8
108	33
108.2	32.1
108.4	26.7
108.6	26.7
108.8	32.6
109	34.7
109.2	32.6
109.4	26.7
109.6	28.1
109.8	32.1
110	35.7
110.2	32.6
110.4	27.9
110.6	26.3
110.8	32
111	32.9
111.2	32.6
111.4	30.3
111.6	29.6
111.8	32.1
112	32.1
112.2	32.6
112.4	29
112.6	28.9
112.8	30.4
113	32.2
113.2	32.6
113.4	30.8
113.6	32.1
113.8	32.6
114	32.6
114.2	29.8
114.4	28.2
114.6	32.6
114.8	32.1
115	30.4
115.2	28.1
115.4	28.8
115.6	33
115.8	34.7
116	32.1
116.2	26.7
116.4	26.7
116.6	32.1
116.8	33.6
117	32.1
117.2	28
117.4	26.7
117.6	32.6
117.8	34.7
118	32.6
118.2	28.6
118.4	27.3
118.6	29.6
118.8	32.1
119	32.8
119.2	29.7
119.4	28.6
119.6	29.4
119.8	32.1
120	34
120.2	30.8
120.4	27.1
120.6	28.2
120.8	32.6
121	32.1
121.2	30.2
121.4	30.8
121.6	32.2
121.8	32.1
122	30.3
122.2	28.8
122.4	29.7
122.6	32.1
122.8	32.1
123	29.7
123.2	29.4
123.4	30.3
123.6	33
123.8	32.6
124	32.1
124.2	28.1
124.4	27.7
124.6	32.1
124.8	32.6
125	32.1
125.2	27.3
125.4	29.7
125.6	32.1
125.8	33.4
126	32.1
126.2	28.1
126.4	28.1
126.6	32.1
126.8	32.1
127	30.3
127.2	32.4
127.4	30.3
127.6	32.1
127.8	30.8
128	30.2
128.2	32.6
128.4	30.5
128.6	28
128.8	27.3
129	30.2
129.2	34.5
129.4	32.1
129.6	32
129.8	29.8
130	32.2
130.2	32.1
130.4	32.6
130.6	29.8
130.8	28.5
131	30.4
131.2	32.2
131.4	32.6
131.6	32.9
131.8	30.8
132	28.1
132.2	28.1
132.4	32.1
132.6	32.9
132.8	32.1
133	27.1
133.2	28.1
133.4	32.1
133.6	33.8
133.8	32.6
134	27.7
134.2	28.8
134.4	32.1
134.6	32.1
134.8	32.1
135	28.8
135.2	32
135.4	32.4
135.6	32.6
135.8	32
136	30.8
136.2	29.8
136.4	32.1
136.6	29.8
136.8	29.4
137	30.8
137.2	32.1
137.4	32.1
137.6	32.1
137.8	29.8
138	29.4
138.2	32
138.4	32
138.6	32.1
138.8	30.2
139	30.2
139.2	32
139.4	32.1
139.6	32.6
139.8	32.6
140	28.7
140.2	28.1
140.4	30.4
140.6	32.6
140.8	32.6
141	29.6
141.2	29
141.4	32.1
141.6	32.8
141.8	32.1
142	30.2
142.2	28.1
142.4	29.4
142.6	32
142.8	32.2
143	32.1
143.2	30.2
143.4	30.2
143.6	32.1
143.8	32.1
144	32.1
144.2	29.6
144.4	29
144.6	30.4
144.8	30.3
145	32
145.2	32.1
145.4	32.6
